,index,Sample ID,DateTime (UTC),Niskin Bottle Number,Vessel,Platform,Total Suspended Solids (mg/L),Note,Observations,Start date of lab analysis,Onshore Lab Sheet Filename,Offshore Lab Sheet Filename,ROV HAIN DateTime (UTC),ROV HAIN Easting (m),ROV HAIN Northing (m),ROV HAIN Depth (m),ROV HAIN Pitch (deg),ROV HAIN Roll (deg),ROV HAIN Heading (deg),Hyperion DateTime (UTC),Hyperion Turbidity Mean (NTU),Hyperion Turbidity stdDev (NTU),Seabird CTD DateTime (UTC),Seabird CTD Temperature (C),Seabird CTD Pressure (dbar),Seabird CTD Conductivity (S/m),Seabird CTD Salinity (PSU),Seabird CTD Turbidity (NTU),Seabird CTD Light Transmission (%),Seabird CTD Beam Attenuation Coefficient,Seabird CTD Oxygen (ml/l),PCV HAIN Easting (m),PCV HAIN Northing (m),PCV HAIN Depth (m),PCV Estimated Spill (kg/s),Riser Beacon Easting (m),Riser Beacon Northing (m),Riser Beacon Depth (m),Riser Discharge Turbidity (NTU),Riser Discharge Flow (m3/hr),Riser Estimated Spill (kg/s)
62,153,HG PR2B D1 NE,2022-10-25 10:14:49.761000+00:00,5.0,HG,ROV,2.2,BELOW LIMIT OF DETECTION,-,2023.10.19,..\TSS_Results_2310.csv,HG_Niskin_logsheet_PR.2b_D1_Rev2.xlsx,2022-10-25 10:14:47,480535.1198985588,1141447.3566002543,-1269.6899346026378,0.0,0.0,0.0,2022-10-25 10:14:48.737,1.72,1.72,2022-10-25 10:14:50,3.606544808154027,1279.70650125946,3.241634915765002,34.58078865791883,3.7712183566033417,55.79488006408789,2.3339776983811773,1.246358562178582,,,,,480456.3237,1141564.848,1252.27,1188.0,378.4148483,0.093610832
63,154,HG PR2B D1 NF,2022-10-25 10:30:21.184000+00:00,6.0,HG,ROV,6.2,,-,2023.10.19,..\TSS_Results_2310.csv,HG_Niskin_logsheet_PR.2b_D1_Rev2.xlsx,2022-10-25 10:30:22,480512.5624288989,1141497.034727938,-1260.1302097075288,0.0,0.0,0.0,2022-10-25 10:30:20.916,6.331,6.331,2022-10-25 10:30:21,3.6151163197222616,1269.935537576063,3.2419263500828874,34.58014489266455,4.988144426642252,44.67832402532998,3.222774649345903,1.248592088404383,,,,,480432.9699,1141604.748,1251.97,1192.0,378.5088486,0.093878873
64,156,HG PR2B D1 NH,2022-10-25 11:24:32.215000+00:00,8.0,HG,ROV,5.4,,-,2023.10.19,..\TSS_Results_2310.csv,HG_Niskin_logsheet_PR.2b_D1_Rev2.xlsx,2022-10-25 11:24:32,480487.323696986,1141596.441668275,-1270.6526785427936,-1.0,2.3,327.7,2022-10-25 11:24:32.575,3.588,3.588,2022-10-25 11:24:32,3.603660505951524,1280.3219241895267,3.24129072192172,34.57941990108432,1.6875607690547036,61.99707011520561,1.926553664899512,1.240243319391749,,,,,480352.2789,1141744.906,1252.7,1658.0,378.0162064,0.130459582
65,158,HG PR2B D1 NJ,2022-10-25 12:48:38.084000+00:00,10.0,HG,ROV,3.3,,-,2023.10.19,..\TSS_Results_2310.csv,HG_Niskin_logsheet_PR.2b_D1_Rev2.xlsx,2022-10-25 12:48:35,480299.795492246,1141939.987205794,-1261.2551407060755,0.0,0.0,0.0,2022-10-25 12:48:36.489,5.111,5.111,2022-10-25 12:48:38,3.5887596732399345,1271.355399800603,3.2396893265134503,34.58051168142753,2.133028839551385,62.7237650110628,1.866045437852079,1.2413616794703155,,,,,480194.4894,1142016.351,1252.11,1514.0,377.8945221,0.119125703
66,162,HG PR2B D2 ND,2022-10-25 22:18:47.082000+00:00,4.0,HG,ROV,4.4,,-,2023.10.20,..\TSS_Results_2310.csv,HG_Niskin_logsheet_PR.2b_D2_Rev2.xlsx,2022-10-25 22:18:47,480299.66539056646,1141689.175378234,-1279.8167215096344,-1.0,6.6,151.7,2022-10-25 22:18:47.968,2.707,2.707,2022-10-25 22:18:47,3.554125663061484,1286.1629838876177,3.237413525421176,34.58239731153534,2.6382359807736324,68.91412893873503,1.489235952678203,1.265877891245128,,,,,480324.9797,1141665.339,1252.66,1374.0,376.6335541,0.107650612
67,163,HG PR2B D2 NE,2022-10-25 22:20:21.751000+00:00,5.0,HG,ROV,4.1,,-,2023.10.20,..\TSS_Results_2310.csv,HG_Niskin_logsheet_PR.2b_D2_Rev2.xlsx,2022-10-25 22:20:18,480303.5795618926,1141677.9477243875,-1281.1549913680758,0.0,0.0,0.0,2022-10-25 22:20:19.820,4.23,4.23,2022-10-25 22:20:22,3.569204946645044,1290.466605838162,3.238910208527901,34.58221169737013,4.458217669947357,41.968510566872666,3.473002940064559,1.2806465944756875,,,,,480327.5804,1141660.183,1252.63,1374.0,376.7153824,0.107660443
68,164,HG PR2B D2 NF,2022-10-25 22:23:48.331000+00:00,6.0,HG,ROV,4.5,,-,2023.10.20,..\TSS_Results_2310.csv,HG_Niskin_logsheet_PR.2b_D2_Rev2.xlsx,2022-10-25 22:23:53,480324.15277317166,1141663.5410240584,-1281.4970879182465,0.0,0.0,0.0,2022-10-25 22:23:48.049,7.284,7.284,2022-10-25 22:23:48,3.5745958992892213,1290.4995247307977,3.2394741632221904,34.583239817838184,5.665873884184025,31.427356603341728,4.6307490720019535,1.2967212670373425,,,,,480338.4729,1141641.712,1253.2,1374.0,376.6969193,0.107655808
69,165,HG PR2B D2 NG,2022-10-25 22:31:32.989000+00:00,7.0,HG,ROV,6.4,,-,2023.10.20,..\TSS_Results_2310.csv,HG_Niskin_logsheet_PR.2b_D2_Rev2.xlsx,2022-10-25 22:31:30,480325.74877952354,1141641.0824877466,-1281.1305501868906,0.8,1.4,152.9,2022-10-25 22:31:32.224,4.084,4.084,2022-10-25 22:31:33,3.552857863840657,1290.5747032111997,3.237634542493719,34.58414777207624,3.4550132753490503,50.152187991149766,2.7604322182803607,1.279170597764075,,,,,480355.5568,1141611.94,1253.58,1224.0,376.3985611,0.095945344
70,167,HG PR2B D2 NI,2022-10-25 23:20:55.053000+00:00,9.0,HG,ROV,9.4,,-,2023.10.20,..\TSS_Results_2310.csv,HG_Niskin_logsheet_PR.2b_D2_Rev2.xlsx,2022-10-25 23:20:50,480427.988434662,1141468.6544105045,-1271.803932270138,0.0,0.0,0.0,2022-10-25 23:20:56.865,4.469,4.469,2022-10-25 23:20:55,3.5448800224699824,1281.525309713595,3.236421560688913,34.58262732757056,3.326265278095674,52.59203959716182,2.5704229742535163,1.2843790522726226,,,,,480482.4221,1141391.108,1251.77,1276.0,375.9915314,0.099898793
71,168,HG PR2B D2 NJ,2022-10-25 23:22:02.487000+00:00,10.0,HG,ROV,8.4,,-,2023.10.20,..\TSS_Results_2310.csv,HG_Niskin_logsheet_PR.2b_D2_Rev2.xlsx,2022-10-25 23:22:04,480431.67352531647,1141472.1119044232,-1264.0422097135386,0.0,0.0,0.0,2022-10-25 23:22:04.240,6.947,6.947,2022-10-25 23:22:02,3.555352187825733,1277.3613966527091,3.2376366595592314,34.58816333601946,4.961879835202564,38.51854489967193,3.816331570982824,1.288218098305432,,,,,480485.3817,1141386.253,1252.58,1276.0,375.7578049,0.099952977
72,170,HG PR2B D3 NB,2022-10-26 04:02:35.690000+00:00,2.0,HG,ROV,4.4,,-,2023.10.20,..\TSS_Results_2310.csv,HG_Niskin_logsheet_PR.2b_D3_Rev1.xlsx,2022-10-26 04:02:36,480549.3430594757,1141224.1953393572,-1275.91207167035,0.0,0.0,0.0,2022-10-26 04:02:36.720,5.786,5.786,2022-10-26 04:02:36,3.544439156775653,1284.4084615173806,3.236584439506431,34.583583436625325,6.858080338750286,23.339103761348905,5.82016024386837,1.3142808061458064,,,,,480467.6761,1141307.56,1251.53,1176.0,352.8232956,0.086232273
73,172,HG PR2B D3 ND,2022-10-26 04:28:08.584000+00:00,4.0,HG,ROV,3.1,,-,2023.10.20,..\TSS_Results_2310.csv,HG_Niskin_logsheet_PR.2b_D3_Rev1.xlsx,2022-10-26 04:28:06,480525.1381541012,1141267.2205713305,-1270.362365467957,-0.75,0.45,165.6,2022-10-26 04:28:08.268,3.108,3.108,2022-10-26 04:28:09,3.52881955442318,1280.4666579379686,3.234993303233287,34.58303000547288,3.039414740215152,52.79797726405737,2.554791201740162,1.2837074301479312,,,,,480445.355,1141346.319,1252.73,1134.0,349.5003021,0.08287823
74,173,HG PR2B D3 NE,2022-10-26 04:32:07.116000+00:00,5.0,HG,ROV,4.7,,-,2023.10.20,..\TSS_Results_2310.csv,HG_Niskin_logsheet_PR.2b_D3_Rev1.xlsx,2022-10-26 04:32:06,480521.2010305009,1141272.8954575867,-1253.0486163688188,-1.4,1.2,331.1,2022-10-26 04:32:08.107,4.967,4.967,2022-10-26 04:32:07,3.568612129773726,1263.4135018142867,3.237781732533732,34.58295808487549,3.9149011215381098,48.46716929884794,2.8971342627777745,1.2939778439093823,,,,,480441.7275,1141352.89,1252.98,1134.0,350.8443497,0.082778892
75,174,HG PR2B D3 NF,2022-10-26 04:47:39.252000+00:00,6.0,HG,ROV,6.5,,-,2023.10.20,..\TSS_Results_2310.csv,HG_Niskin_logsheet_PR.2b_D3_Rev1.xlsx,2022-10-26 04:47:40,480487.2350773668,1141328.7552087526,-1266.44640076917,-0.5,1.2,332.7,2022-10-26 04:47:40.359,3.276,3.276,2022-10-26 04:47:39,3.5232841085820468,1271.287285083063,3.23422440863506,34.584292881806604,6.797826276035705,53.32281246662089,2.520060354425725,1.271298112553627,,,,,480425.9397,1141380.833,1253.05,1134.0,349.742424,0.082544652
76,177,HG PR2B D3 NI,2022-10-26 05:58:09.242000+00:00,9.0,HG,ROV,14.0,,-,2023.10.20,..\TSS_Results_2310.csv,HG_Niskin_logsheet_PR.2b_D3_Rev1.xlsx,2022-10-26 05:58:07,480365.5062740473,1141490.138164168,-1268.9953066280543,0.0,0.0,0.0,2022-10-26 05:58:07.911,15.877,15.877,2022-10-26 05:58:09,3.597989168601288,1275.0118283783047,3.2410569350747287,34.58524226416904,16.5831890592813,7.218874113069352,10.51413469678517,1.3709574962515574,,,,,480357.693,1141497.203,1253.69,1102.0,345.3363876,0.079408781
77,178,HG PR2B D3 NJ,2022-10-26 06:02:31.484000+00:00,10.0,HG,ROV,11.0,,-,2023.10.20,..\TSS_Results_2310.csv,HG_Niskin_logsheet_PR.2b_D3_Rev1.xlsx,2022-10-26 06:02:32,480369.0289445853,1141487.4224213546,-1264.1739491070502,-0.6,3.7,330.5,2022-10-26 06:02:31.786,13.145,13.145,2022-10-26 06:02:31,3.541711429492452,1275.129993725942,3.2360193470913217,34.58437124314812,9.5700281528954,26.375155107957585,5.330991186156658,1.3142383656734675,,,,,480353.3877,1141504.423,1252.8,1102.0,345.9095917,0.079472253
